C_CourseID,C_CourseName,C_DepartmentID,C_InstructorID,C_Credits
19770,Course19770,4,21539,1
19771,Course19771,80,8751,3
19772,Course19772,43,6774,3
19773,Course19773,25,13650,3
19774,Course19774,34,2025,3
19775,Course19775,31,6011,1
19776,Course19776,36,14753,4
19777,Course19777,22,181,3
19778,Course19778,36,23933,4
19779,Course19779,15,1220,1
19780,Course19780,24,22109,2
19781,Course19781,74,23883,3
19782,Course19782,69,13657,1
19783,Course19783,3,22031,4
19784,Course19784,13,16065,2
19785,Course19785,37,14994,2
19786,Course19786,61,8249,2
19787,Course19787,79,1020,2
19788,Course19788,66,13547,1
19789,Course19789,3,3139,3
19790,Course19790,8,7001,1
19791,Course19791,75,22195,1
19792,Course19792,8,6852,3
19793,Course19793,60,15815,3
19794,Course19794,70,19580,4
19795,Course19795,12,5318,1
19796,Course19796,14,8811,4
19797,Course19797,50,6408,4
19798,Course19798,30,22925,4
19799,Course19799,11,15487,1
19800,Course19800,36,2548,1
19801,Course19801,25,5644,1
19802,Course19802,65,24879,3
19803,Course19803,26,673,2
19804,Course19804,23,4380,4
19805,Course19805,8,13024,2
19806,Course19806,9,23967,1
19807,Course19807,67,1963,4
19808,Course19808,38,22190,3
19809,Course19809,43,7638,4
19810,Course19810,9,10470,3
19811,Course19811,48,18202,3
19812,Course19812,65,13365,1
19813,Course19813,51,966,2
19814,Course19814,5,3037,1
19815,Course19815,28,1994,4
19816,Course19816,71,4182,4
19817,Course19817,36,9202,2
19818,Course19818,81,1720,4
19819,Course19819,27,2987,1
19820,Course19820,40,7493,1
19821,Course19821,55,5887,4
19822,Course19822,56,19419,3
19823,Course19823,53,22236,3
19824,Course19824,24,12857,4
19825,Course19825,42,10860,3
19826,Course19826,37,21564,2
19827,Course19827,21,20129,3
19828,Course19828,50,4316,2
19829,Course19829,70,22049,2
19830,Course19830,8,21517,4
19831,Course19831,70,13917,4
19832,Course19832,29,12595,1
19833,Course19833,37,17429,2
19834,Course19834,35,4092,4
19835,Course19835,48,9667,3
19836,Course19836,1,14472,4
19837,Course19837,71,16530,2
19838,Course19838,74,10099,1
19839,Course19839,55,16424,3
19840,Course19840,53,1792,3
19841,Course19841,78,1671,3
19842,Course19842,18,16967,2
19843,Course19843,17,19692,4
19844,Course19844,50,10811,1
19845,Course19845,37,9714,2
19846,Course19846,9,9745,2
19847,Course19847,36,15086,2
19848,Course19848,73,17642,2
19849,Course19849,34,2780,1
19850,Course19850,26,14838,1
19851,Course19851,11,19012,1
19852,Course19852,40,4838,1
19853,Course19853,8,16733,3
19854,Course19854,48,989,1
19855,Course19855,19,4110,3
19856,Course19856,46,19659,3
19857,Course19857,5,10552,2
19858,Course19858,82,5565,2
19859,Course19859,83,8070,4
19860,Course19860,71,7410,2
19861,Course19861,65,7806,2
19862,Course19862,46,23174,1
19863,Course19863,48,16108,1
19864,Course19864,24,20388,1
19865,Course19865,14,15107,3
19866,Course19866,66,9929,2
19867,Course19867,16,2031,1
19868,Course19868,13,236,1
19869,Course19869,55,5052,2
19870,Course19870,31,16549,2
19871,Course19871,76,11518,3
19872,Course19872,18,7982,3
19873,Course19873,46,14259,1
19874,Course19874,10,39,2
19875,Course19875,40,8837,4
19876,Course19876,12,366,2
19877,Course19877,13,722,3
19878,Course19878,81,24990,4
19879,Course19879,40,7163,1
19880,Course19880,9,16372,3
19881,Course19881,14,1102,2
19882,Course19882,67,21716,2
19883,Course19883,40,8052,3
19884,Course19884,29,9546,3
19885,Course19885,81,2185,2
19886,Course19886,48,15078,4
19887,Course19887,58,589,2
19888,Course19888,38,19268,2
19889,Course19889,69,18032,1
19890,Course19890,67,4950,4
19891,Course19891,22,12431,2
19892,Course19892,2,14632,2
19893,Course19893,45,1078,4
19894,Course19894,43,4228,3
19895,Course19895,16,19469,1
19896,Course19896,67,3260,2
19897,Course19897,8,15529,1
19898,Course19898,24,8306,4
19899,Course19899,50,14531,1
19900,Course19900,54,22902,3
19901,Course19901,69,7671,1
19902,Course19902,7,22653,3
19903,Course19903,51,17180,1
19904,Course19904,83,13214,3
19905,Course19905,26,3090,1
19906,Course19906,13,11052,4
19907,Course19907,47,4760,4
19908,Course19908,65,17639,4
19909,Course19909,60,16031,3
19910,Course19910,78,15746,1
19911,Course19911,44,7210,4
19912,Course19912,61,17468,1
19913,Course19913,26,17293,1
19914,Course19914,65,14735,2
19915,Course19915,42,19339,2
19916,Course19916,39,24642,2
19917,Course19917,23,20721,2
19918,Course19918,49,8164,3
19919,Course19919,76,22590,1
19920,Course19920,8,23382,1
19921,Course19921,77,7785,2
19922,Course19922,59,20933,1
19923,Course19923,37,18809,1
19924,Course19924,56,2490,3
19925,Course19925,78,17555,3
19926,Course19926,43,24825,1
19927,Course19927,9,2558,1
19928,Course19928,71,7636,1
19929,Course19929,7,14716,3
19930,Course19930,31,13328,3
19931,Course19931,31,1373,1
19932,Course19932,77,2874,3
19933,Course19933,10,6834,1
19934,Course19934,45,5432,3
19935,Course19935,19,11883,3
19936,Course19936,39,11979,2
19937,Course19937,40,16771,2
19938,Course19938,67,14667,2
19939,Course19939,20,6009,2
19940,Course19940,45,23180,4
19941,Course19941,58,15572,3
19942,Course19942,18,6746,2
19943,Course19943,69,14171,2
19944,Course19944,76,12841,3
19945,Course19945,18,1140,1
19946,Course19946,19,14757,1
19947,Course19947,44,19686,2
19948,Course19948,22,3943,4
19949,Course19949,12,24749,1
19950,Course19950,5,13340,2
19951,Course19951,12,802,3
19952,Course19952,29,3567,4
19953,Course19953,35,8921,2
19954,Course19954,66,18375,1
19955,Course19955,10,18067,3
19956,Course19956,31,8255,4
19957,Course19957,5,22412,2
19958,Course19958,26,20799,3
19959,Course19959,82,11052,3
19960,Course19960,19,24237,3
19961,Course19961,36,23683,2
19962,Course19962,78,10762,4
19963,Course19963,57,21051,3
19964,Course19964,72,20031,1
19965,Course19965,78,4486,3
19966,Course19966,19,19001,4
19967,Course19967,12,9202,1
19968,Course19968,20,24565,3
19969,Course19969,22,13403,3
19970,Course19970,46,23077,4
19971,Course19971,49,18118,3
19972,Course19972,13,22745,4
19973,Course19973,33,1407,3
19974,Course19974,16,1923,2
19975,Course19975,39,3485,3
19976,Course19976,34,14936,2
19977,Course19977,22,1032,3
19978,Course19978,50,6458,4
19979,Course19979,56,1509,4
19980,Course19980,54,18636,2
19981,Course19981,45,4826,1
19982,Course19982,46,2233,3
19983,Course19983,6,5775,2
19984,Course19984,38,8020,3
19985,Course19985,46,10046,3
19986,Course19986,43,4919,4
19987,Course19987,55,894,1
19988,Course19988,4,11733,4
19989,Course19989,3,8236,2
19990,Course19990,50,17806,3
19991,Course19991,4,14678,3
19992,Course19992,62,13888,1
19993,Course19993,54,17549,2
19994,Course19994,40,5360,2
19995,Course19995,10,13702,1
19996,Course19996,42,22062,4
19997,Course19997,70,24438,2
19998,Course19998,28,21385,4
19999,Course19999,17,12467,4
20000,Course20000,63,19733,3
20001,Course20001,45,23963,2
20002,Course20002,16,18275,2
20003,Course20003,70,413,2
20004,Course20004,78,13134,1
20005,Course20005,55,24714,4
20006,Course20006,37,22285,4
20007,Course20007,63,3487,2
20008,Course20008,70,2998,2
20009,Course20009,29,2277,2
20010,Course20010,78,10536,1
20011,Course20011,22,21409,2
20012,Course20012,76,14722,4
20013,Course20013,41,411,1
20014,Course20014,2,17900,3
20015,Course20015,78,7911,4
20016,Course20016,73,21842,3
20017,Course20017,25,23259,2
20018,Course20018,77,20760,3
20019,Course20019,65,1077,1
20020,Course20020,73,6094,4
20021,Course20021,77,3615,4
20022,Course20022,77,16022,2
20023,Course20023,51,15850,2
20024,Course20024,56,12001,3
20025,Course20025,51,1184,1
20026,Course20026,51,5750,4
20027,Course20027,6,21816,4
20028,Course20028,76,23818,2
20029,Course20029,38,8142,2
20030,Course20030,79,19958,2
20031,Course20031,10,3997,1
20032,Course20032,44,9222,4
20033,Course20033,33,20259,4
20034,Course20034,53,12521,2
20035,Course20035,12,15493,4
20036,Course20036,49,20241,3
20037,Course20037,36,24048,4
20038,Course20038,44,21754,3
20039,Course20039,55,16355,1
20040,Course20040,16,1480,4
20041,Course20041,7,4016,4
20042,Course20042,52,11723,2
20043,Course20043,58,22970,1
20044,Course20044,70,20871,2
20045,Course20045,2,23326,2
20046,Course20046,22,21893,2
20047,Course20047,30,4764,4
20048,Course20048,57,11550,4
20049,Course20049,16,4362,2
20050,Course20050,48,9278,2
20051,Course20051,68,16037,2
20052,Course20052,66,2311,3
20053,Course20053,38,9119,4
20054,Course20054,35,10960,4
20055,Course20055,28,11186,1
20056,Course20056,72,2331,2
20057,Course20057,54,15146,3
20058,Course20058,59,12798,3
20059,Course20059,6,19103,1
20060,Course20060,11,8556,4
20061,Course20061,72,17466,3
20062,Course20062,33,24828,4
20063,Course20063,20,14863,4
20064,Course20064,67,24183,4
20065,Course20065,65,23955,3
20066,Course20066,22,3728,4
20067,Course20067,71,17390,4
20068,Course20068,3,5340,4
20069,Course20069,30,14332,4
20070,Course20070,33,10720,2
20071,Course20071,38,12334,1
20072,Course20072,48,23189,1
20073,Course20073,35,5008,2
20074,Course20074,58,4816,2
20075,Course20075,21,10778,2
20076,Course20076,11,3925,2
20077,Course20077,49,6149,1
20078,Course20078,1,22212,2
20079,Course20079,8,5015,3
20080,Course20080,7,273,3
20081,Course20081,43,909,3
20082,Course20082,23,14313,3
20083,Course20083,11,16851,3
20084,Course20084,46,18584,1
20085,Course20085,82,4529,1
20086,Course20086,65,3167,3
20087,Course20087,68,15883,4
20088,Course20088,59,120,2
20089,Course20089,22,10027,3
20090,Course20090,43,14705,4
20091,Course20091,52,22711,4
20092,Course20092,39,9214,1
20093,Course20093,38,7688,3
20094,Course20094,71,24348,4
20095,Course20095,37,8376,4
20096,Course20096,5,78,1
20097,Course20097,79,3181,3
20098,Course20098,82,17778,1
20099,Course20099,21,24208,2
20100,Course20100,8,3156,2
20101,Course20101,77,15339,1
20102,Course20102,15,14444,1
20103,Course20103,41,23658,2
20104,Course20104,20,14341,4
20105,Course20105,18,7660,2
20106,Course20106,55,14392,1
20107,Course20107,55,4815,1
20108,Course20108,75,1427,4
20109,Course20109,27,17793,3
20110,Course20110,6,8926,3
20111,Course20111,21,16450,4
20112,Course20112,29,16275,4
20113,Course20113,55,14064,4
20114,Course20114,29,1667,4
20115,Course20115,76,22669,2
20116,Course20116,35,22949,4
20117,Course20117,46,22025,2
20118,Course20118,13,19429,1
20119,Course20119,1,6631,4
20120,Course20120,25,18657,3
20121,Course20121,54,20213,1
20122,Course20122,55,17656,2
20123,Course20123,67,19255,1
20124,Course20124,50,16346,2
20125,Course20125,75,8276,2
20126,Course20126,18,2475,2
20127,Course20127,47,16316,1
20128,Course20128,79,10684,2
20129,Course20129,30,19708,1
20130,Course20130,3,1242,1
20131,Course20131,12,24795,1
20132,Course20132,50,5704,3
20133,Course20133,52,8412,3
20134,Course20134,54,14281,2
20135,Course20135,83,21299,4
20136,Course20136,73,3476,1
20137,Course20137,79,16556,3
20138,Course20138,77,7649,1
20139,Course20139,57,10885,3
20140,Course20140,48,10409,3
20141,Course20141,60,23794,3
20142,Course20142,25,8840,4
20143,Course20143,60,14527,3
20144,Course20144,55,13564,1
20145,Course20145,43,7619,1
20146,Course20146,17,2064,3
20147,Course20147,11,3494,4
20148,Course20148,70,8934,4
20149,Course20149,46,11868,3
20150,Course20150,21,2574,2
20151,Course20151,24,24708,2
20152,Course20152,22,6187,4
20153,Course20153,70,14666,1
20154,Course20154,74,3046,1
20155,Course20155,79,20378,2
20156,Course20156,81,16289,1
20157,Course20157,17,10548,3
20158,Course20158,19,18527,4
20159,Course20159,82,9557,1
20160,Course20160,72,19698,3
20161,Course20161,78,8839,1
20162,Course20162,30,9478,4
20163,Course20163,62,10966,2
20164,Course20164,62,4419,3
20165,Course20165,79,12764,3
20166,Course20166,37,23653,1
20167,Course20167,8,23263,3
20168,Course20168,70,11799,1
20169,Course20169,57,21907,1
20170,Course20170,21,13529,3
20171,Course20171,17,14369,3
20172,Course20172,19,5924,2
20173,Course20173,50,5682,3
20174,Course20174,8,10872,2
20175,Course20175,30,1410,2
20176,Course20176,79,18562,3
20177,Course20177,2,22096,1
20178,Course20178,60,15505,1
20179,Course20179,76,7721,4
20180,Course20180,14,10611,3
20181,Course20181,64,9453,3
20182,Course20182,82,12602,2
20183,Course20183,5,8949,3
20184,Course20184,75,21806,1
20185,Course20185,30,20571,1
20186,Course20186,34,621,4
20187,Course20187,3,10949,4
20188,Course20188,35,20750,2
20189,Course20189,69,14901,2
20190,Course20190,23,2959,4
20191,Course20191,56,20973,3
20192,Course20192,74,2783,3
20193,Course20193,34,24217,2
20194,Course20194,74,12593,2
20195,Course20195,9,13681,1
20196,Course20196,4,7540,1
20197,Course20197,14,9175,2
20198,Course20198,45,8200,3
20199,Course20199,6,61,4
20200,Course20200,39,23017,1
20201,Course20201,79,6947,1
20202,Course20202,61,16221,1
20203,Course20203,7,23114,2
20204,Course20204,46,603,4
20205,Course20205,28,24967,2
20206,Course20206,68,14911,3
20207,Course20207,74,21701,4
20208,Course20208,51,17431,1
20209,Course20209,60,8959,4
20210,Course20210,12,4003,2
20211,Course20211,3,13175,3
20212,Course20212,15,12279,4
20213,Course20213,44,5269,3
20214,Course20214,16,17444,2
20215,Course20215,6,20609,1
20216,Course20216,42,18983,4
20217,Course20217,79,20890,2
20218,Course20218,39,3631,3
20219,Course20219,40,21602,4
20220,Course20220,67,6055,1
20221,Course20221,61,9949,2
20222,Course20222,79,20608,1
20223,Course20223,33,24462,1
20224,Course20224,40,12079,3
20225,Course20225,7,12403,3
20226,Course20226,33,14114,1
20227,Course20227,33,24752,2
20228,Course20228,31,3490,3
20229,Course20229,65,24881,3
20230,Course20230,64,13985,4
20231,Course20231,68,18818,4
20232,Course20232,71,20383,3
20233,Course20233,51,18547,4
20234,Course20234,16,2777,1
20235,Course20235,12,23675,1
20236,Course20236,71,13912,1
20237,Course20237,10,22045,4
20238,Course20238,71,11128,1
20239,Course20239,54,14942,3
20240,Course20240,22,1093,3
20241,Course20241,74,6289,1
20242,Course20242,45,2351,3
20243,Course20243,35,9262,1
20244,Course20244,12,24586,1
20245,Course20245,66,6174,3
20246,Course20246,47,16930,3
20247,Course20247,73,8542,1
20248,Course20248,64,10546,2
20249,Course20249,56,17924,1
20250,Course20250,8,18630,4
20251,Course20251,70,2366,3
20252,Course20252,53,11785,4
20253,Course20253,38,1141,3
20254,Course20254,60,19897,1
20255,Course20255,75,5131,3
20256,Course20256,13,19246,3
20257,Course20257,68,17706,3
20258,Course20258,30,264,3
20259,Course20259,9,11760,2
20260,Course20260,71,10723,2
20261,Course20261,34,2489,2
20262,Course20262,50,5877,3
20263,Course20263,20,23971,1
20264,Course20264,79,17615,1
20265,Course20265,78,22289,1
20266,Course20266,30,20316,3
20267,Course20267,5,8310,2
20268,Course20268,16,16964,2
20269,Course20269,50,23757,3
20270,Course20270,80,18630,3
20271,Course20271,48,10379,1
20272,Course20272,29,5293,1
20273,Course20273,67,22074,4
20274,Course20274,38,19982,4
20275,Course20275,31,14954,1
20276,Course20276,36,4516,4
20277,Course20277,13,5597,4
20278,Course20278,37,18090,1
20279,Course20279,5,2540,2
20280,Course20280,58,18223,1
20281,Course20281,35,119,3
20282,Course20282,7,16947,1
20283,Course20283,28,21843,3
20284,Course20284,52,24594,3
20285,Course20285,59,20098,2
20286,Course20286,36,4837,2
20287,Course20287,83,14408,4
20288,Course20288,19,16517,4
20289,Course20289,41,2778,2
20290,Course20290,73,1302,1
20291,Course20291,25,6460,4
20292,Course20292,15,20740,2
20293,Course20293,8,16370,1
20294,Course20294,26,8673,4
20295,Course20295,69,6614,1
20296,Course20296,43,16131,3
20297,Course20297,68,23891,4
20298,Course20298,67,4554,2
20299,Course20299,50,83,2
20300,Course20300,72,9235,1
20301,Course20301,48,639,2
20302,Course20302,26,1024,1
20303,Course20303,30,15684,3
20304,Course20304,51,16692,3
20305,Course20305,40,7676,1
20306,Course20306,32,19942,4
20307,Course20307,64,24357,3
20308,Course20308,66,10167,2
20309,Course20309,77,20460,1
20310,Course20310,20,7776,1
20311,Course20311,40,23041,3
20312,Course20312,5,21,4
20313,Course20313,6,22016,4
20314,Course20314,75,2218,2
20315,Course20315,18,23870,4
20316,Course20316,56,23421,4
20317,Course20317,58,22060,2
20318,Course20318,27,9193,2
20319,Course20319,64,1338,3
20320,Course20320,46,1270,2
20321,Course20321,48,1644,4
20322,Course20322,9,17567,4
20323,Course20323,31,2483,4
20324,Course20324,35,6408,3
20325,Course20325,54,20720,1
20326,Course20326,68,18383,2
20327,Course20327,41,7824,4
20328,Course20328,40,20637,2
20329,Course20329,50,11375,3
20330,Course20330,40,21472,2
20331,Course20331,80,1516,1
20332,Course20332,55,2143,3
20333,Course20333,72,15730,2
20334,Course20334,83,24312,4
20335,Course20335,54,19580,4
20336,Course20336,28,9209,1
20337,Course20337,39,4492,2
20338,Course20338,73,21138,3
20339,Course20339,23,2960,4
20340,Course20340,51,20417,2
20341,Course20341,14,5341,1
20342,Course20342,34,14420,4
20343,Course20343,34,22673,2
20344,Course20344,21,9821,1
20345,Course20345,70,11728,4
20346,Course20346,34,9968,2
20347,Course20347,46,2961,2
20348,Course20348,8,4119,1
20349,Course20349,23,13986,4
20350,Course20350,78,17547,1
20351,Course20351,51,23776,2
20352,Course20352,77,9315,1
20353,Course20353,1,8084,3
20354,Course20354,15,6213,3
20355,Course20355,77,1460,2
20356,Course20356,71,22250,4
20357,Course20357,70,11963,3
20358,Course20358,27,3424,2
20359,Course20359,68,915,1
20360,Course20360,81,23516,4
20361,Course20361,21,1345,3
20362,Course20362,53,2269,2
20363,Course20363,67,3432,1
20364,Course20364,53,20562,4
20365,Course20365,13,10675,3
20366,Course20366,1,18350,1
20367,Course20367,47,19149,2
20368,Course20368,22,8914,3
20369,Course20369,1,8782,3
20370,Course20370,7,21713,1
20371,Course20371,7,827,1
20372,Course20372,18,10113,4
20373,Course20373,72,5341,1
20374,Course20374,43,9184,2
20375,Course20375,34,14166,3
20376,Course20376,28,15662,4
20377,Course20377,65,14991,1
20378,Course20378,24,15113,1
20379,Course20379,79,20148,4
20380,Course20380,82,1784,2
20381,Course20381,35,2568,2
20382,Course20382,70,21275,3
20383,Course20383,21,8571,4
20384,Course20384,48,13893,4
20385,Course20385,11,18451,1
20386,Course20386,63,15058,4
20387,Course20387,31,17315,4
20388,Course20388,67,20831,1
20389,Course20389,35,3087,2
20390,Course20390,5,23644,1
20391,Course20391,57,22369,1
20392,Course20392,48,16959,3
20393,Course20393,34,17386,1
20394,Course20394,80,10729,3
20395,Course20395,75,253,4
20396,Course20396,33,5280,2
20397,Course20397,42,18216,1
20398,Course20398,65,8208,2
20399,Course20399,41,9169,3
20400,Course20400,59,21234,4
20401,Course20401,37,16114,3
20402,Course20402,69,2340,2
20403,Course20403,5,7320,2
20404,Course20404,3,19098,1
20405,Course20405,21,5505,4
20406,Course20406,10,13410,2
20407,Course20407,82,17122,1
20408,Course20408,58,6631,2
20409,Course20409,48,13401,1
20410,Course20410,40,23932,3
20411,Course20411,39,23655,3
20412,Course20412,79,22840,4
20413,Course20413,69,1409,4
20414,Course20414,26,9286,1
20415,Course20415,3,18065,2
20416,Course20416,10,4846,4
20417,Course20417,23,17390,2
20418,Course20418,78,23011,2
20419,Course20419,75,17540,2
20420,Course20420,50,20414,2
20421,Course20421,9,21628,3
20422,Course20422,6,10848,1
20423,Course20423,11,4087,2
20424,Course20424,52,18731,2
20425,Course20425,48,15508,3
20426,Course20426,72,19672,4
20427,Course20427,72,2853,2
20428,Course20428,13,24618,1
20429,Course20429,41,18175,2
20430,Course20430,33,1340,3
20431,Course20431,48,3050,4
20432,Course20432,38,14418,3
20433,Course20433,78,4135,1
20434,Course20434,6,4520,4
20435,Course20435,73,1022,3
20436,Course20436,48,15497,3
20437,Course20437,29,2706,1
20438,Course20438,12,13418,4
20439,Course20439,59,11967,1
20440,Course20440,53,11754,2
20441,Course20441,31,3061,3
20442,Course20442,33,896,4
20443,Course20443,55,3096,4
20444,Course20444,81,11071,2
20445,Course20445,60,9106,2
20446,Course20446,79,6616,2
20447,Course20447,62,8448,4
20448,Course20448,36,23343,3
20449,Course20449,79,15664,3
20450,Course20450,21,11597,1
20451,Course20451,77,5611,3
20452,Course20452,8,2983,3
20453,Course20453,68,14558,4
20454,Course20454,23,18480,3
20455,Course20455,6,17125,2
20456,Course20456,70,17354,3
20457,Course20457,33,5190,4
20458,Course20458,56,8484,2
20459,Course20459,67,18206,2
20460,Course20460,26,2530,1
20461,Course20461,46,12797,4
20462,Course20462,13,1111,4
20463,Course20463,44,15538,3
20464,Course20464,54,1564,2
20465,Course20465,54,13710,3
20466,Course20466,26,2052,1
20467,Course20467,25,15735,2
20468,Course20468,82,23816,3
20469,Course20469,39,23362,3
20470,Course20470,44,9042,1
20471,Course20471,68,9905,4
20472,Course20472,59,3069,1
20473,Course20473,52,14427,4
20474,Course20474,18,13428,4
20475,Course20475,41,19790,4
20476,Course20476,17,17618,4
20477,Course20477,24,12584,1
20478,Course20478,41,5430,4
20479,Course20479,25,10852,1
20480,Course20480,55,2217,4
20481,Course20481,68,24768,4
20482,Course20482,64,468,4
20483,Course20483,47,7299,2
20484,Course20484,83,1170,1
20485,Course20485,33,16913,3
20486,Course20486,69,21652,3
20487,Course20487,13,7741,1
20488,Course20488,66,13072,2
20489,Course20489,36,13424,2
20490,Course20490,74,9707,3
20491,Course20491,42,4450,1
20492,Course20492,71,10449,3
20493,Course20493,10,20166,2
20494,Course20494,63,7786,3
20495,Course20495,39,7577,3
20496,Course20496,79,16895,1
20497,Course20497,35,4143,1
20498,Course20498,27,17760,3
20499,Course20499,44,15209,3
20500,Course20500,52,11203,3
20501,Course20501,6,14783,2
20502,Course20502,61,18558,1
20503,Course20503,27,9243,2
20504,Course20504,43,17617,2
20505,Course20505,42,7107,3
20506,Course20506,68,13856,4
20507,Course20507,57,21832,1
20508,Course20508,31,2266,2
20509,Course20509,31,1941,2
20510,Course20510,83,6707,2
20511,Course20511,76,18780,4
20512,Course20512,82,20632,3
20513,Course20513,78,5026,3
20514,Course20514,30,20611,1
20515,Course20515,24,18557,4
20516,Course20516,8,7128,3
20517,Course20517,51,24329,4
20518,Course20518,5,11546,3
20519,Course20519,16,14556,2
20520,Course20520,39,5429,2
20521,Course20521,68,1576,4
20522,Course20522,60,16094,4
20523,Course20523,7,785,2
20524,Course20524,1,9461,1
20525,Course20525,24,7612,1
20526,Course20526,32,11462,3
20527,Course20527,19,4257,4
20528,Course20528,25,15139,4
20529,Course20529,74,11869,1
20530,Course20530,49,1006,3
20531,Course20531,1,10105,2
20532,Course20532,19,12596,1
20533,Course20533,79,18389,4
20534,Course20534,48,11726,3
20535,Course20535,51,1574,1
20536,Course20536,43,20040,2
20537,Course20537,14,13683,3
20538,Course20538,23,4334,4
20539,Course20539,12,2906,3
20540,Course20540,20,10396,4
20541,Course20541,46,806,2
20542,Course20542,3,618,2
20543,Course20543,54,5465,4
20544,Course20544,32,4020,2
20545,Course20545,46,24596,4
20546,Course20546,42,3045,1
20547,Course20547,24,20552,3
20548,Course20548,48,1443,1
20549,Course20549,36,15913,2
20550,Course20550,5,2573,2
20551,Course20551,75,16850,4
20552,Course20552,73,10319,1
20553,Course20553,54,15427,2
20554,Course20554,32,24308,4
20555,Course20555,10,12776,2
20556,Course20556,6,13440,2
20557,Course20557,59,4115,4
20558,Course20558,18,22703,1
20559,Course20559,78,17048,2
20560,Course20560,65,7666,1
20561,Course20561,28,3265,4
20562,Course20562,53,13949,3
20563,Course20563,76,10963,4
20564,Course20564,15,4046,2
20565,Course20565,79,21275,2
20566,Course20566,75,6520,2
20567,Course20567,43,3876,2
20568,Course20568,2,2024,1
20569,Course20569,53,5297,2
20570,Course20570,49,16602,4
20571,Course20571,9,12685,2
20572,Course20572,65,2055,1
20573,Course20573,52,18979,3
20574,Course20574,24,10272,2
20575,Course20575,21,21305,1
20576,Course20576,81,10322,3
20577,Course20577,4,4423,1
20578,Course20578,63,7807,4
20579,Course20579,56,4621,2
20580,Course20580,22,19424,4
20581,Course20581,51,12494,2
20582,Course20582,52,9326,1
20583,Course20583,19,11592,4
20584,Course20584,3,9718,1
20585,Course20585,41,3010,3
20586,Course20586,61,20597,3
20587,Course20587,69,917,3
20588,Course20588,42,14436,2
20589,Course20589,82,17506,4
20590,Course20590,20,9877,3
20591,Course20591,7,24214,2
20592,Course20592,73,21486,2
20593,Course20593,17,15641,4
20594,Course20594,5,8993,4
20595,Course20595,54,21939,3
20596,Course20596,72,754,2
20597,Course20597,57,18308,3
20598,Course20598,48,3478,3
20599,Course20599,47,15989,1
20600,Course20600,29,19787,3
20601,Course20601,40,6473,4
20602,Course20602,4,21434,3
20603,Course20603,76,16725,3
20604,Course20604,50,2676,2
20605,Course20605,40,23206,3
20606,Course20606,65,15971,1
20607,Course20607,45,7646,3
20608,Course20608,64,2652,1
20609,Course20609,18,16500,2
20610,Course20610,50,12458,1
20611,Course20611,14,9949,3
20612,Course20612,46,4171,3
20613,Course20613,34,21745,1
20614,Course20614,79,23319,3
20615,Course20615,20,19553,1
20616,Course20616,70,3865,2
20617,Course20617,36,22795,4
20618,Course20618,76,17667,2
20619,Course20619,65,3860,4
20620,Course20620,81,22936,3
20621,Course20621,63,18419,1
20622,Course20622,25,5873,2
20623,Course20623,37,23137,1
20624,Course20624,34,10851,3
20625,Course20625,23,19360,1
20626,Course20626,57,4249,3
20627,Course20627,44,7625,4
20628,Course20628,40,14146,2
20629,Course20629,13,10937,3
20630,Course20630,11,13044,3
20631,Course20631,61,7548,4
20632,Course20632,42,24977,2
20633,Course20633,36,11765,2
20634,Course20634,43,988,2
20635,Course20635,25,11672,1
20636,Course20636,24,670,3
20637,Course20637,28,16658,2
20638,Course20638,78,927,2
20639,Course20639,75,13834,1
20640,Course20640,35,13228,3
20641,Course20641,11,3864,4
20642,Course20642,13,3393,4
20643,Course20643,11,15986,4
20644,Course20644,34,13387,4
20645,Course20645,78,10267,3
20646,Course20646,2,1178,1
20647,Course20647,39,6335,4
20648,Course20648,64,23532,2
20649,Course20649,65,11788,2
20650,Course20650,32,24962,2
20651,Course20651,37,18694,1
20652,Course20652,68,11401,3
20653,Course20653,63,8956,1
20654,Course20654,65,847,4
20655,Course20655,20,14278,2
20656,Course20656,41,2254,3
20657,Course20657,15,10377,2
20658,Course20658,72,21271,1
20659,Course20659,4,15432,3
20660,Course20660,77,3797,2
20661,Course20661,48,24409,1
20662,Course20662,70,17519,2
20663,Course20663,15,8103,4
20664,Course20664,1,7927,2
20665,Course20665,80,9328,3
20666,Course20666,21,15331,3
20667,Course20667,21,17956,3
20668,Course20668,20,17508,2
20669,Course20669,18,22619,4
20670,Course20670,9,5768,1
20671,Course20671,24,21536,4
20672,Course20672,73,15138,4
20673,Course20673,9,14965,4
20674,Course20674,7,19706,3
20675,Course20675,20,10045,1
20676,Course20676,43,20303,3
20677,Course20677,80,10305,3
20678,Course20678,4,11386,4
20679,Course20679,43,22077,2
20680,Course20680,15,20518,4
20681,Course20681,39,6669,1
20682,Course20682,64,15577,3
20683,Course20683,81,8640,2
20684,Course20684,69,2519,4
20685,Course20685,13,6707,4
20686,Course20686,18,1833,4
20687,Course20687,39,22856,1
20688,Course20688,9,22447,2
20689,Course20689,4,4580,2
20690,Course20690,26,9687,4
20691,Course20691,68,16564,1
20692,Course20692,15,15970,2
20693,Course20693,19,16775,4
20694,Course20694,10,2083,2
20695,Course20695,75,13466,2
20696,Course20696,47,17957,1
20697,Course20697,30,5886,3
20698,Course20698,47,11559,1
20699,Course20699,32,10188,4
20700,Course20700,10,16687,4
20701,Course20701,68,19527,1
20702,Course20702,69,6597,3
